movieId,overview,director,actors
485,"After his father's death, a young boy finds solace in action movies featuring an indestructible cop. Given a magic ticket by a theater manager, he is transported into the film and teams up with the cop to stop a villain who escapes into the real world.",John McTiernan,"['Arnold Schwarzenegger', ""Austin O'Brien"", 'Bridgette Wilson-Sampras', 'F. Murray Abraham', 'Art Carney']"
486,"Michael Chapman, a former child TV star, runs a struggling talent agency specilizing in child acts. When a young girl off the street puts on a real performance after he catches her picking his pocket, he may have just found the next big thing.",James Lapine,"['Michael J. Fox', 'Christina Vidal', 'Nathan Lane', 'Victor Garber', 'David Krumholtz']"
487,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",Simon Wincer,"['Paul Hogan', ""Beverly D'Angelo"", 'Cuba Gooding Jr.', 'Pat Hingle', 'Richard Riehle']"
488,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling – but Song is not at all who Gallimard thinks.",David Cronenberg,"['Jeremy Irons', 'John Lone', 'Barbara Sukowa', 'Annabel Leventon', 'Shizuko Hoshi']"
489,"A young black woman discovers that her father was a sperm donor, and if that wasn't bad enough, he's white.",Richard Benjamin,"['Whoopi Goldberg', 'Ted Danson', 'Will Smith', 'Nia Long', 'Paul Rodríguez']"
490,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",Harold Becker,"['Alec Baldwin', 'Nicole Kidman', 'Bill Pullman', 'Bebe Neuwirth', 'George C. Scott']"
491,"Justin McLeod is a former teacher who lives as a recluse on the edge of town after his face is disfigured from an automobile accident ten years earlier, in which a boy was incinerated--and for which he was convicted of involuntary manslaughter. Also suspected of being a paedophile, he is befriended by Chuck, causing the town's suspicions and hostility to be ignited.",Mel Gibson,"['Mel Gibson', 'Nick Stahl', 'Margaret Whitton', 'Fay Masterson', 'Gaby Hoffmann']"
492,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,Woody Allen,"['Woody Allen', 'Diane Keaton', 'Jerry Adler', 'Alan Alda', 'Anjelica Huston']"
493,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,Albert Hughes,"['Tyrin Turner', 'Larenz Tate', 'Glenn Plummer', 'Jada Pinkett Smith', 'Samuel L. Jackson']"
494,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",Stuart Baird,"['Kurt Russell', 'Steven Seagal', 'Halle Berry', 'John Leguizamo', 'Oliver Platt']"
495,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",Nagisa Ōshima,"['Eiko Matsuda', 'Tatsuya Fuji', 'Aoi Nakajima', 'Yasuko Matsui', 'Meika Seri']"
496,Jackie and Michael are coworkers at a large law firm. They decide to meet at Jackie's for dinner one night.,Tom Noonan,"['Karen Sillas', 'Tom Noonan']"
497,"In this Shakespearean farce, Hero and her groom-to-be, Claudio, team up with Claudio's commanding officer, Don Pedro, the week before their wedding to hatch a matchmaking scheme. Their targets are sharp-witted duo Benedick and Beatrice -- a tough task indeed, considering their corresponding distaste for love and each other. Meanwhile, meddling Don John plots to ruin the wedding.",Kenneth Branagh,"['Emma Thompson', 'Kenneth Branagh', 'Kate Beckinsale', 'Denzel Washington', 'Michael Keaton']"
498,"The story about the relationship between a manic depressive man, Mr Jones, and the female doctor who takes more than a professional interest in his treatment.",Mike Figgis,"['Richard Gere', 'Lena Olin', 'Anne Bancroft', 'Tom Irwin', 'Delroy Lindo']"
499,"Electrician Gus gets the chance to fulfil a childhood dream by buying an old bowling-alley with some of his friends, but first he must find his ex-wife a new husband so he can stop paying alimony.",Anthony Minghella,"['Matt Dillon', 'Annabella Sciorra', 'Mary-Louise Parker', 'William Hurt', ""Vincent D'Onofrio""]"
500,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as a British nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",Chris Columbus,"['Robin Williams', 'Sally Field', 'Lisa Jakub', 'Matthew Lawrence', 'Mara Wilson']"
501,An unemployed Brit vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,Mike Leigh,"['David Thewlis', 'Lesley Sharp', 'Katrin Cartlidge', 'Greg Cruttwell', 'Claire Skinner']"
502,"Mr. Miyagi decides to take Julie, a troubled teenager, under his wing after he learns that she blames herself for her parents' demise and struggles to adjust with her grandmother and fellow pupils.",Christopher Cain,"['Pat Morita', 'Hilary Swank', 'Michael Ironside', 'Constance Towers', 'Chris Conrad']"
503,"Peter and Katherine Witner are Southern California super-yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities, their solution is to start their own business together. In order to find meaning to their empty lives, they follow various New Age gurus and other such groups. Eventually, they hit rock bottom and have to make some hard decisions.",Michael Tolkin,"['Peter Weller', 'Judy Davis', 'Patrick Bauchau', 'Rachel Rosenthal', 'Adam West']"
504,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",Martin Campbell,"['Ray Liotta', 'Lance Henriksen', 'Stuart Wilson', 'Kevin Dillon', ""Kevin J. O'Connor""]"
505,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus North starts off on a journey around the world to find parents that really care about him.",Rob Reiner,"['Elijah Wood', 'Bruce Willis', 'Jason Alexander', 'Julia Louis-Dreyfus', 'Jon Lovitz']"
506,The film follows the former mayor of Palermo for several weeks as he goes about his daily activities against the mafia.,Wolf Gaudlitz,['Leoluca Orlando']
507,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",Clint Eastwood,"['Kevin Costner', 'Clint Eastwood', 'Laura Dern', 'T.J. Lowther', 'Bradley Whitford']"
508,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,Jonathan Demme,"['Tom Hanks', 'Denzel Washington', 'Jason Robards', 'Mary Steenburgen', 'Antonio Banderas']"
509,"When an arranged marriage brings Ada and her spirited daughter to the wilderness of nineteenth-century New Zealand, she finds herself locked in a battle of wills with both her controlling husband and a rugged frontiersman to whom she develops a forbidden attraction.",Jane Campion,"['Holly Hunter', 'Harvey Keitel', 'Sam Neill', 'Anna Paquin', 'Cliff Curtis']"
510,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",John Singleton,"['Janet Jackson', 'Tupac Shakur', 'Regina King', 'Joe Torry', 'Tyra Ferrell']"
511,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",David S. Ward,"['James Caan', 'Halle Berry', 'Omar Epps', 'Craig Sheffer', 'Kristy Swanson']"
512,The Earth is invaded by alien parasites—AKA 'slugs'—that ride on people's backs and control their minds.,Stuart Orme,"['Donald Sutherland', 'Eric Thal', 'Julie Warner', 'Keith David', 'Will Patton']"
513,A series of mysterious crimes threatens the existence of a new radio network.,Mel Smith,"['Brian Benben', 'Mary Stuart Masterson', 'Ned Beatty', 'Scott Michael Campbell', 'Brion James']"
514,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",Ted Demme,"['Denis Leary', 'Judy Davis', 'Kevin Spacey', 'Glynis Johns', 'Robert J. Steinmiller Jr.']"
515,A rule-bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,James Ivory,"['Anthony Hopkins', 'Emma Thompson', 'James Fox', 'Christopher Reeve', 'Hugh Grant']"
516,"An advertising man is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job: teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",Penny Marshall,"['Danny DeVito', 'Gregory Hines', 'James Remar', 'Ed Begley Jr.', 'Lillo Brancato']"
517,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",Philip Kaufman,"['Sean Connery', 'Wesley Snipes', 'Tia Carrere', 'Cary-Hiroyuki Tagawa', 'Harvey Keitel']"
518,"An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",Alan Parker,"['Anthony Hopkins', 'Bridget Fonda', 'Matthew Broderick', 'John Cusack', 'Dana Carvey']"
519,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.",Fred Dekker,"['Robert John Burke', 'Nancy Allen', 'Rip Torn', 'John Castle', 'Jill Hennessy']"
